poliza;predio_cop_2024;estrato;sistema_constructivo;tipo_predio;localidad;area_construida;alcobas;banos;subestructura_cimentacion;divisiones_interiores;fachada;ventaneria;pisos_alcobas;tipo_cocina;pisos_baños;lavadero;puerta_principal;puertas_interiores
971;508688.1822;4;Tradicional aporticado;Apartamento;Chapinero;75;2;2;Cimentaciones - Estructura metálica;Placa board;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
972;915638.728;4;Tradicional aporticado;Apartamento;Chapinero;126;3;3;Cimentaciones - Estructura metálica;Placa board;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
973;740302.1745;6;Tradicional aporticado;Apartamento;Usaquen;70;3;3;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
974;684337.4596;6;Tradicional aporticado;Apartamento;Usaquen;86;3;3;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
975;1135195.08;6;Tradicional aporticado;Apartamento;Usaquen;124;3;3;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
976;984137.6496;6;Tradicional aporticado;Apartamento;Usaquen;127;3;3;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
977;406576.9613;6;Tradicional aporticado;Apartamento;Usaquen;61;3;1;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Sin definir
978;277760.4983;3;Mamposteria estructural;Apartamento;Suba;76;3;2;Cimentaciones - Estructura metálica;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Sin definir;Ceramica;Sin definir;Seguridad;Melaminico
979;237505.3536;3;Mamposteria estructural;Apartamento;Suba;65;3;2;Cimentaciones - Estructura metálica;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Sin definir;Ceramica;Sin definir;Seguridad;Melaminico
980;340821.0821;5;Tradicional aporticado;Apartamento;Usaquen;46;1;1;Cimentaciones - Estructura metálica;Dry wall;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
981;342168.7298;4;Mamposteria estructural;Apartamento;Fontibón;81;3;2;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
982;342168.7298;4;Mamposteria estructural;Apartamento;Fontibón;81;3;2;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
983;307951.8568;4;Mamposteria estructural;Apartamento;Fontibón;73;3;2;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
984;335727.9066;4;Mamposteria estructural;Apartamento;Suba;66;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
985;454883.1349;5;Industrializado - Manoportable;Apartamento;Suba;90;2;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
986;547745.7154;5;Industrializado - Manoportable;Apartamento;Suba;106;3;3;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
987;599342.7471;5;Industrializado - Manoportable;Apartamento;Suba;116;3;3;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
988;684901.0316;5;Industrializado - Manoportable;Apartamento;Suba;134;3;3;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
989;289731.0951;4;Tradicional aporticado;Apartamento;Teusaquillo;70;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
990;435702.4865;4;Tradicional aporticado;Apartamento;Teusaquillo;100;3;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
991;744720.1766;5;Tradicional aporticado;Apartamento;Chapinero;91;3;3;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
992;1102589.19;5;Tradicional aporticado;Apartamento;Suba;92;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Aglomerado
993;878220.5414;5;Tradicional aporticado;Apartamento;Suba;87;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Aglomerado
994;970757.8736;5;Tradicional aporticado;Apartamento;Suba;81;3;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Aglomerado
995;1777754.14;5;Tradicional aporticado;Apartamento;Suba;168;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Aglomerado
996;304179.9498;4;Industrializado - Tunel;Apartamento;Usaquen;97;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Otro
997;287711.5701;4;Industrializado - Tunel;Apartamento;Usaquen;96;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Otro
998;248281.6558;4;Industrializado - Tunel;Apartamento;Usaquen;89;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Otro
999;556024.1859;4;Tradicional aporticado;Apartamento;Teusaquillo;85;3;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
1000;588731.491;4;Tradicional aporticado;Apartamento;Teusaquillo;90;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
1001;755790.3414;4;Tradicional aporticado;Apartamento;Teusaquillo;110;3;4;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
1002;588934.939;3;Industrilizado - Contech;Apartamento;Usaquen;95;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Otro
1003;498631.5817;3;Industrilizado - Contech;Apartamento;Usaquen;77;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Otro
1004;561451.3085;3;Industrilizado - Contech;Apartamento;Usaquen;87;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Otro
1005;284865.382;4;Tradicional aporticado;Apartamento;Usaquen;86;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Caraplast;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Sin definir
1006;426855.7355;4;Tradicional aporticado;Apartamento;Teusaquillo;64;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1007;422679.0191;4;Mamposteria estructural;Apartamento;Engativá;104;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Semi integral;Ceramica;Vidrio;Metalica;Madera
1008;845358.0383;4;Mamposteria estructural;Apartamento;Engativá;160;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Semi integral;Ceramica;Vidrio;Metalica;Madera
1009;361832.1157;3;Mamposteria estructural;Apartamento;Suba;75;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1010;562689.6366;6;Tradicional aporticado;Apartamento;Usaquen;61;1;3;Cimentaciones - Pilotes;Sin definir;otro;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
1011;1012841.346;6;Tradicional aporticado;Apartamento;Usaquen;81;1;3;Cimentaciones - Pilotes;Sin definir;otro;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
1012;1670062.841;6;Tradicional aporticado;Apartamento;Usaquen;134;1;3;Cimentaciones - Pilotes;Sin definir;otro;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
1013;1446607.533;6;Tradicional aporticado;Apartamento;Usaquen;156;1;3;Cimentaciones - Pilotes;Sin definir;otro;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madecor
1014;356258.0304;3;Mamposteria estructural;Apartamento;Candelaria;43;2;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1015;314795.2314;3;Mamposteria estructural;Apartamento;Candelaria;46;2;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1016;418653.5047;3;Mamposteria estructural;Apartamento;Candelaria;57;2;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1017;587725.1123;3;Mamposteria estructural;Apartamento;Candelaria;72;2;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1018;530361.5312;3;Mamposteria estructural;Apartamento;Candelaria;62;2;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1019;1274075.329;6;Tradicional aporticado;Apartamento;Chapinero;132;3;3;Cimentaciones - Caissons;Sin definir;Ladrillo a la vista;Aluminio;Madera;Integral;Ceramica;Vidrio;Madera;Madecor
1020;922849.1918;6;Tradicional aporticado;Apartamento;Usaquen;121;3;4;Cimentaciones - Estructura metálica;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Aglomerado
1021;654146.1011;4;Tradicional aporticado;Apartamento;Usaquen;91;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Graniplast;Aluminio;Alfombra;Integral;Porcelanato;Otro;Madera;Madecor
1022;593763.384;4;Tradicional aporticado;Apartamento;Usaquen;72;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Graniplast;Aluminio;Alfombra;Integral;Porcelanato;Otro;Madera;Madecor
1023;637425.1283;4;Tradicional aporticado;Apartamento;Usaquen;91;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Graniplast;Aluminio;Alfombra;Integral;Porcelanato;Otro;Madera;Madecor
1024;577862.6019;5;Tradicional aporticado;Apartamento;Teusaquillo;91;3;2;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1025;559747.7868;5;Tradicional aporticado;Apartamento;Teusaquillo;103;3;3;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1026;583699.5979;5;Tradicional aporticado;Apartamento;Teusaquillo;107;3;3;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1027;1054282.239;5;Tradicional aporticado;Apartamento;Teusaquillo;194;3;3;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1028;503189.3085;6;Tradicional aporticado;Apartamento;Usaquen;63;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1029;1374713.191;6;Tradicional aporticado;Apartamento;Usaquen;172;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1030;1344521.832;6;Tradicional aporticado;Apartamento;Usaquen;158;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1031;760822.2345;6;Tradicional aporticado;Apartamento;Usaquen;93;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1032;1026506.189;6;Tradicional aporticado;Apartamento;Usaquen;107;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1033;1227781.913;6;Tradicional aporticado;Apartamento;Usaquen;128;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1034;1306279.445;6;Tradicional aporticado;Apartamento;Usaquen;142;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1035;163033.336;4;Tradicional aporticado;Apartamento;Usaquen;33;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Sin definir;Madera;Sin definir
1036;330092.1864;4;Tradicional aporticado;Apartamento;Usaquen;64;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Sin definir;Madera;Sin definir
1037;215365.024;4;Tradicional aporticado;Apartamento;Usaquen;47;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Sin definir;Madera;Sin definir
1038;324053.9147;4;Tradicional aporticado;Apartamento;Usaquen;59;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Sin definir;Madera;Sin definir
1039;215365.024;4;Tradicional aporticado;Apartamento;Usaquen;42;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Sin definir;Madera;Sin definir
1040;397720.8294;6;Tradicional aporticado;Apartamento;Usaquen;49;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Madera;Integral;Porcelanato;Vidrio;Seguridad;Madera
1041;438781.077;6;Tradicional aporticado;Apartamento;Usaquen;53;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Madera;Integral;Porcelanato;Vidrio;Seguridad;Madera
1042;420263.7105;6;Tradicional aporticado;Apartamento;Usaquen;58;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Madera;Integral;Porcelanato;Vidrio;Seguridad;Madera
1043;742707.4194;6;Tradicional aporticado;Apartamento;Usaquen;91;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Madera;Integral;Porcelanato;Vidrio;Seguridad;Madera
1044;1390815.249;6;Tradicional aporticado;Apartamento;Usaquen;172;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Madera;Integral;Porcelanato;Vidrio;Seguridad;Madera
1045;179135.3938;4;Tradicional aporticado;Apartamento;Usaquen;34;1;1;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1046;641389.4471;6;Tradicional aporticado;Apartamento;Usaquen;70;2;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1047;630331.0084;6;Tradicional aporticado;Apartamento;Usaquen;84;2;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1048;440093.3947;6;Tradicional aporticado;Apartamento;Usaquen;56;1;2;Cimentaciones - Estructura metálica;Placa board;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1049;961916.7272;6;Tradicional aporticado;Apartamento;Chapinero;72;2;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Seguridad;Melaminico
1050;249581.897;5;Tradicional aporticado;Apartamento;Usaquen;43;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1051;764847.7489;5;Tradicional aporticado;Apartamento;Usaquen;152;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1052;523316.8808;5;Tradicional aporticado;Apartamento;Usaquen;90;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1053;597788.8985;5;Tradicional aporticado;Apartamento;Usaquen;105;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1054;342571.2812;6;Tradicional aporticado;Apartamento;Usaquen;46;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Aglomerado
1055;454279.3077;6;Tradicional aporticado;Apartamento;Usaquen;61;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Aglomerado
1056;536198.5271;6;Tradicional aporticado;Apartamento;Usaquen;72;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Aglomerado
1057;767061.7819;6;Tradicional aporticado;Apartamento;Usaquen;103;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Aglomerado
1058;386310.5087;3;Industrilizado - Contech;Apartamento;Suba;62;2;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1059;602156.5817;3;Industrilizado - Contech;Apartamento;Suba;96;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1060;391984.4713;3;Industrilizado - Contech;Apartamento;Suba;95;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1061;462821.4494;3;Industrilizado - Contech;Apartamento;Suba;80;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1062;358975.2527;3;Industrilizado - Contech;Apartamento;Suba;87;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1063;350722.948;3;Industrilizado - Contech;Apartamento;Suba;85;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1064;305939.0996;4;Tradicional aporticado;Apartamento;Usaquen;57;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1065;322041.1574;4;Tradicional aporticado;Apartamento;Engativá;53;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1066;663002.2329;4;Tradicional aporticado;Apartamento;Engativá;122;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1067;271722.2266;4;Tradicional aporticado;Apartamento;Engativá;54;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1068;446832.106;4;Tradicional aporticado;Apartamento;Engativá;79;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1069;439586.1799;4;Tradicional aporticado;Apartamento;Engativá;84;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1070;576051.1204;4;Tradicional aporticado;Apartamento;Engativá;106;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Sin definir;Sin definir
1071;1755124.308;6;Tradicional aporticado;Apartamento;Suba;240;3;4;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1072;1433083.151;6;Tradicional aporticado;Apartamento;Suba;209;3;4;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1073;187256.9666;3;Mamposteria estructural;Apartamento;Suba;57;1;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Otro
1074;257478.0526;3;Mamposteria estructural;Apartamento;Suba;59;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Otro
1075;275947.857;3;Mamposteria estructural;Apartamento;Suba;66;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Otro
1076;211339.5096;3;Industrializado - Outinord;Apartamento;Kennedy;71;3;2;Cimentaciones - Estructura metálica;Concreto;Concreto a la vista;Sin definir;Alfombra;Semi integral;Ceramica;Otro;Metalica;Madecor
1077;676286.4306;5;Mamposteria estructural;Apartamento;Suba;132;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1078;690375.7313;5;Mamposteria estructural;Apartamento;Suba;134;3;4;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1079;837307.0094;5;Mamposteria estructural;Apartamento;Suba;161;4;4;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1080;455285.6863;5;Tradicional aporticado;Apartamento;Suba;83;3;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1081;510139.3592;5;Tradicional aporticado;Apartamento;Suba;93;3;3;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1082;1128653.619;5;Tradicional aporticado;Apartamento;Suba;198;4;5;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1083;581427.195;5;Tradicional aporticado;Apartamento;Suba;102;4;4;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1084;279753.128;5;Tradicional aporticado;Apartamento;Suba;51;2;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1085;223818.6044;5;Tradicional aporticado;Apartamento;Suba;42;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1086;229148.3856;5;Tradicional aporticado;Apartamento;Suba;43;1;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1087;415662.5474;5;Tradicional aporticado;Apartamento;Suba;78;2;2;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1088;1189539.525;6;Tradicional aporticado;Apartamento;Chapinero;140;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1089;472434.378;6;Tradicional aporticado;Apartamento;Chapinero;64;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1090;523316.8808;3;Mamposteria estructural;Apartamento;Candelaria;63;2;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1091;332104.9436;3;Mamposteria estructural;Apartamento;Candelaria;43;2;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1092;218585.4356;3;Mamposteria estructural;Apartamento;Candelaria;29;2;1;Cimentaciones - Pilotes;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1093;199262.9662;4;Tradicional aporticado;Apartamento;Chapinero;45;2;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1094;221906.4851;4;Tradicional aporticado;Apartamento;Chapinero;45;2;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
